user,artwork,q5,q1,q2,q3,q4
33,2,a boat,,"simplicity, ",,🙂 slightly happy
33,3,somebody was here,,"mistery, traces",,🤔 thoughtful
33,4,"rescue, to achieve the goal, dance ",,"eager, unachievable, smoothness, dance",,
33,5,,,,,
33,6,,,,,
33,7,,,,,
33,8,,,,,
33,9,,,,,
33,10,,,,,
33,11,,,,,
33,12,,,,,
34,1,Hand under face,,Observed ,,🤔 thoughtful
34,2,White sun ,,Happy,,😄 happy
34,3,Bottle and flowers ,,Empty ,,😔 sadness
34,4,Different colours ,,Water,,🤔 thoughtful
34,5,Sky,,Observe every little things ,,🤔 thoughtful
34,6,Tree without leaves ,,Sad,,😔 sadness
34,7,Shadows in face ,,I love this,,😮 surprise
34,8,Red,,Red light,,😎
34,9,Contrasto ,,Relaxed ,,Relaxed
34,10,The wall ,,I love it,,🤔 thoughtful
34,11,Landskype ,,Walking ,,🙂 slightly happy
34,12,Hand ,,Surprise,,😮 surprise
35,1,A woman contemplating.  The beautiful background window with the birds.,,Peaceful,,🤔 thoughtful
35,2,Boat on the water,,Hapoy,,😄 happy
35,3,Romantic meal,,Hungry ,,🙂 slightly happy
35,4,Man and a woman.  The woman’s hair,,Thinking about desire ,,🤔 thoughtful
35,5,A European street.  The lighting ,,I want to travel ,,😄 happy
35,6,A tree.  The lighting with the cloud,,Peaceful ,,😄 happy
35,7,A woman resting.  Her expression ,,Relaxed ,,Restful 
35,8,A woman.  Her right eye.,,Thoughtful ,,🤔 thoughtful
35,9,,,,,
35,10,,,,,
35,11,,,,,
35,12,,,,,
36,1,The birds in the background,,Claustrophobic,,😕 confusion
36,2,A boat in the sunset by the sea,,Happy,,😄 happy
36,3,A dinner table. The number of bottles,,Hungry,,Hungry
36,4,The man's bottom,,Sexy,,Sexy
36,5,a market,,tired,,tired
36,6,a tree in winter,,sad,,😔 sadness
36,7,a woman thinking,,sad,,😔 sadness
36,8,a middle class lady,,thoughtful,,🤔 thoughtful
36,9,a lady asleep,,lazy,,lazy
36,10,A girl from the back,,confused,,😕 confused
36,11,Loads of sheep,,bored,,😴 boredom
36,12,an owl like a man,,Thoughtful,,🤔 thoughtful
37,1,The design of the background ,,"Inspired by the color, line and design ",,🙂 slightly happy
37,2,,,,,
37,3,,,,,
37,4,"Sensual movement, action, color palette, emotions ",,Curious and awake ,,"😄 happy, 😍 feelings of love or infatuation"
37,5,,,,,
37,6,,,,,
37,7,,,,,
37,8,,,,,
37,9,,,,,
37,10,,,,,
37,11,,,,,
37,12,,,,,
38,1,Una mujer con una expresión curiosa que parece observar algo,Me hace sentir intrigado por lo que está mirando la mujer y la mezcla de decoración de la sala. ,"😮 sorpresa, 😕 confusión, 😯","Parece un atardecer, el mar y el sol poniéndose.",Me produce calma y me recuerda al verano
38,2,"🙂un poco feliz, 😌",Una mesa después de una comida y muchas flores tiradas por el suelo,"Me hace sentir contento, como si estuviera en una tarde después de una gran comida","😄 contento, 🙂un poco feliz","Un hombre recogiendo a una sirena, como si esta se estuviera ahogando."
38,3,"Parece una escena muy delicada e íntima, me hace sentir cautivado.","😍 sentimientos de amor o enamoramiento, 🙂un poco feliz",,,
38,4,,,,,
38,5,,,,,
38,6,,,,,
38,7,,,,,
38,8,,,,,
38,9,,,,,
38,10,,,,,
38,11,,,,,
38,12,,,,,
39,1,La mirada y la mesa que tiene al lado con distintos objetos.,Me crea una cierta angustia por saber qué está pasando por la mente de la chica.,"😮 sorpresa, 😕 confusión","Un paisaje, y de cierta manera veo un barco con vela","Tranquila, en paz, pensando en el futuro"
39,2,🙂un poco feliz,Una fiesta terminada,"Tranquila, como cuando pasa una tormenta","😄 contento, 😮 sorpresa",La chica que está en el agua
39,3,"Me hace sentir amorosa, con una sensación de nostalgia por un amor que ha luchado para poder ser.","😍 sentimientos de amor o enamoramiento, 😔 tristeza",Los colores ocres.,"No me da ninguna sensación específica, es una imagen común del pasado.","🙂un poco feliz, 😴 aburrimiento"
39,4,Un árbol muerto,"Me da tristeza y desolación, como si hubiera pasado una guerra por ese paisaje.","😔 tristeza, 😱 temor",Una chica pensativa,Me crea incertidumbre en el mundo en el que vive la chica
39,5,"😕 confusión, 🤔considerado",Un retrato y un ojo perturbador,Un poco perturbada e inquieta,"😕 confusión, 😱 temor",
39,6,,,,,
39,7,,,,,
39,8,,,,,
39,9,,,,,
39,10,,,,,
39,11,,,,,
39,12,,,,,
40,1,,,,,
40,2,,,,,"Basado en la posición de los personajes, me imagino que la sirena está muerta o necesita algún tipo de ayuda. Me llama la atención que haya una sirena en este estado, en vez de una representación de una sirena que represente vida o algo relacionado a la mitología que rodea a las sirenas. Hay algo en el fondo del agua al lado izquierdo que no logro distinguir, también me llama la atención y creo me ayudaría a entender la historia."
40,3,Me hace sentir curiosidad en saber la historia y circumstancias que causan que esta imagen sea como es. Por qué la sirena está ahí? Donde están los personajes? ,"😮 sorpresa, 😕 confusión, 🤔considerado",,,
40,4,"Me llama la atención la forma de los dos troncos de árboles, además de la nube que cubre el sol. Me recuerda a pinturas de Caspar David Friedrich.","Me hace sentir tristeza al ver que el lugar se ve desolado, basado en los árboles sin hojas y en general no hay presencia de una vegetación abundate. Además de animales en planos más lejanos. El hecho de que el sol esté tapado por la nube hace que el ambiente se vea sombrío. No estoy segura si la intención es retratar melancolía o si es simplemente retratar la escena tal como se ve sin emociones de por medio.","😕 confusión, 🤔considerado, 😔 tristeza",,
40,5,,,,,
40,6,,,,,
40,7,,,,,
40,8,,,,,
40,9,,,,,
40,10,,,,,
40,11,,,,,
40,12,,,,,
41,1,La expresión de la mujer.,Empatía.,🤔considerado,Un bite de vela. Los colores vivos.,Alegre.
41,2,😄 contento,Una mesa después de un gran banquete. Un poco de desorden.,Repugnancia.,🤢 asco,Una sirena y un hombre en un bote. El sentimiento que reflejan ambos.
41,3,"Muchas emociones. Amor, contemplación y otros.","😄 contento, 😍 sentimientos de amor o enamoramiento",Un mercado. Compradores y vendedores.,Emocionado. Interés en lo que venden.,"😄 contento, 🙂un poco feliz, 😂  risa"
41,4,Un amanecer de invierno.,Esperanzado.,"😄 contento, 🙂un poco feliz, 🤔considerado, 😂  risa",Una mujer sentada enfrente de una ventana. Interesante.,Tranquilo y sereno.
41,5,"😄 contento, 🙂un poco feliz, 🤔considerado",Una mujer de clase medi alta.,Sentimental y melancólico.,"😍 sentimientos de amor o enamoramiento, 😮 sorpresa, 🤔considerado, 😴 aburrimiento",Una mujer en una hamaca.
41,6,Relajado y contento.,"😄 contento, 🙂un poco feliz, 🤔considerado",Una niña viendo una pared.,Tranquilidad y calma.,"😄 contento, 🙂un poco feliz, 🤔considerado"
41,7,El río y los animales.,Tranquilo y calmado.,"😄 contento, 🙂un poco feliz, 🤔considerado",El hombre búho. La expresión.,Confundido y con incertidumbre.
41,8,😕 confusión,,,,
41,9,,,,,
41,10,,,,,
41,11,,,,,
41,12,,,,,
42,1,,,,Un velero,"Emoción, estar de vacaciones, diversión"
42,2,"😄 contento, 😂  risa",,,,Hombre salvando a mujer ahogada
42,3,Me gusta la representación de los desnudos dentro y fuera del agua. La acción esta en medio del cuadro,😮 sorpresa,,,
42,4,,,,Mujer descansando despues de un dia de trabajo. Manera simple de representar mujer y paisaje,Tranquila
42,5,😅 relajada,,,,
42,6,,,,,
42,7,,,,,
42,8,,,,,
42,9,,,,,
42,10,,,,,
42,11,,,,,
42,12,,,,,
43,1,"La expresión, sobre todo, cómo contrata con la postura. En técnica, el detalle y la luz.","Un poco ansiosa, preocupada",😕 confusión,"Mar, un barco y algo de movimiento","Libre, activa, ágil"
43,2,🙂un poco feliz,Un desastre y cena abandonada,Preocupada,"😮 sorpresa, 😕 confusión, 🤔considerado",
43,3,,,,,
43,4,,,,,
43,5,,,,,
43,6,,,,,
43,7,,,,,
43,8,,,,,
43,9,,,,,
43,10,,,,,
43,11,,,,,
43,12,,,,,
44,1,"Qué habrá escrito, o leído? De qué se tratará esa relación epistolaria? Se presenta intensa, interesante. Sería la época de mis bisabuelas, aunque no de esta clase social. ","Nunca la he visto. Es más, no recuerdo obras como ésta de su época. Nos enfrenta, nos desafía, es una persona decidida e interesante.",✍🏻,"Formas geométricas que aluden a un paisaje natural, forma blanca menos definida",Tengo recuerdos gratos de horizontes amplios al atardecer
44,2,🙂un poco feliz,Mesa de opulencia y exceso. Las flores tiradas señalan conflicto u abandono.,"Incómoda. La ambiguedad de la escena no me provoca curiosidad, sino rechazo.",🤨,"Hombre y mujer/sirena desnudos y solos en un lago, en situación ambigua, erótica. El cuerpo del hombre mucho más bronceado, en pose de actividad, la sirena pasiva? o tentadora?"
44,3,"No me parece muy interesante, aparte del erotismo obvio.",😴 aburrimiento,"Paisaje callejero de zona densamente urbana, no adinerada pero no lo peor. Se siente el bullicio, la energía del comercio y encuentro social.","Me agrada esa energía, me es conocida, aunque en otra época.",🙂un poco feliz
44,4,"Paisaje pastoral, gama grisácea, los árboles secos señalan soledad y tristeza","No es muy interesante. Puede que sea más neutra para personas de zonas muy al norte.
",😴 aburrimiento,"Mujer ante una ventana con vista a siembras. Parece sencilla, quizás obrera. Me gusta la definición de las formas, y las sutilezas de los colores dentro de las formas tan definidas. Me gusta el rostro, la pose de descanso. Quizás respira el olor verde de una finca. Puede ser obrera, pero aprovecha un tiempo de descanso. 
","Me agrada. Me gustan las formas y colores. Me hace sentir una labor cumplida, una pausa entre una y otra actividad."
44,5,🌱,"Rostro de mujer en tonos rojizos. Formas a veces definidas, bastante geométricas. Me recuerda máscaras de lugares/tiempos no desarrollados. La expresión del sujeto también es una suerte de máscara.","Me agrada la gama del tono, me gustan las formas, pero la expresión de la doña me incomoda. ",😒,"Mujer joven dormitando en una hamaca, en entorno forestal. Personas en la lejanía. "
44,6,"Es agradable tomar una siesta entre pinos y helechos, pero la representación no es muy interesante.",😴 aburrimiento,"Niña pelirroja, con expresión incómoda. Atención extrema a la definición del perfil, lo demás  de menor detalle. Me intriga la expresión de la persona.",Un poco incómoda. La chica parece fastidiada. Y quien la pinta parece encantarse con su desapoderado enfado.,😡 ira
44,7,"Ovejas en fila en una pradera.  Hay un detalle de reflejo, nada extraordinario.","Muy bien realizado, pero no me interesa. ",😴 aburrimiento,"Criatura semi-humana, bien vestida, de expresión grave. Parece algo de novelas gráficas. Un poco amenazante pero no muestra garras, garfios, ni pico ni dientes. Puede ser una figura trágica.","Un poco intrigada por conocer su historia/contexto.  No me perturba mucho. Es intrigante si pudiera sacar sus armas desgarradoras a voluntad. Es que se quiere presentar menos amenazante, o que es un ser extraño que quizás sea rechazado? "
44,8,🧐,,,,
44,9,,,,,
44,10,,,,,
44,11,,,,,
44,12,,,,,
45,1,"Una mujer con un gesto extraño, como hastiada. Parece disfrazada con ropa antigua. ","Me da una sensación contradictoria ciertos elementos antiguos, descoloridos y sobre la izquierda las flores blancas muy vivas. El gesto de la mujer no encaja eno que se ve a su alrededor ",😕 confusión,Figuras geométricas que parecen resemblar un velero y el mar,Me recuerda Barceloa y Joan Miró 
45,2,🙂un poco feliz,"Una cena que fue terminada abruptamente, los participantes faltan y hay desorden, probablemente generados por el excesivo consumo de alcohol. Las flores en el piso dan a entender que hubo una riña ",Me genera la sentarse que los planes de una agape importante fueron arruinados por una pelea ,😔 tristeza,Que la mujer parece inconsciente 
45,3,"El hombre la trata dulcemente, la quiere salvar. Parecen involucrados románticamente. Tal
Vez ella terminó toot accidente cayéndose al agua. Parece una ninfa ",😍 sentimientos de amor o enamoramiento,Una escena en un pueblecito en el medioevo ,Como parte de una ópera. Los colores son lúgubres. No hay ninguna para de la escena que se destaque ,😴 aburrimiento
45,4,Un paraje desolado a fines del invierno ,"Solitaria, tranquila. Tal vez abandonada",😱 temor,"Una mujer disfrutando de un momento de tranquilidad, sintiendo la brisa en su cara a estar sentada en el marco de la ventana ",Relajada.  Parece que la mujer estuvo trabajando y ahora disfruta de una merecida pausa. Está sola y afuera el clima es agradable. Me trae a la memoria paisajes de la campiña francesa
45,5,😄 contento,Un autorretrato que tiene los ojos desviados. El color intenso me hace pensar que el autor estaba invadido de fuertes emociones ,Me pregunto qué quiso transmitir al pintar los ojos tan asimétricos ,😕 confusión,"Una mujer de la alta sociedad descansando en un campo. El vestido es delicado, lujoso "
45,6,"Me da la sensación de que tiene a su alrededor sirvientes observando. Parece muy calma y confiada. La escena parece ser montada en Centroamérica, en un campo de tabaco   Que hace ahí?",😕 confusión,Una niña en penitencia. Las mejillas rojas me dan la impresión de que está rabiosa,Me da la sensación de que está en una escuela en la que son muy estrictos y La Niña no está contenta. Por eso le da la espalda al artista ,😔 tristeza
45,7,Ovejas caminando en fila india. La oveja negra destaca,Pareciera que los animales se ordenaron espontáneamente en fila para evitar caer en terreno fangoso. La oveja negra es parte del grupo,😮 sorpresa,"Un ser temerario, mezcla de animal y hombre aunque ambos irreales ",Las manos y lA mirada dan miedo. Me hace sentir incómoda
45,8,😱 temor,,,,
45,9,,,,,
45,10,,,,,
45,11,,,,,
45,12,,,,,
46,1,mujer ,"tranquila, esperando, pensativa","😕 confusión, 😴 aburrimiento, pensativa",color,sobriedad
46,2,😕 confusión,desorden,"desorden, caos",😕 confusión,"pareja, amor, belleza"
46,3,amor,"😄 contento, 😍 sentimientos de amor o enamoramiento",,,
46,4,,,,,
46,5,,,,,
46,6,,,,,
46,7,,,,,
46,8,,,,,
46,9,,,,,
46,10,,,,,
46,11,,,,,
46,12,,,,,
47,1,Una mujer mirando de forma lasciva.La expresión de la cara de la mujer,"inquietud, intriga, deseo",😍 sentimientos de amor o enamoramiento,"la tierra, el mar y el sol. Las lineas rectas que separan todo y los colores utilizados",sorpresa
47,2,😮 sorpresa,La calidad de las flores en el suelo y todo lo que hay en la mesa,"Hambre, felicidad",😄 contento,Un hombra meciendo a una mujer en el mar. Los ragos en la espalda del hombre 
47,3,"intriga, paz",😍 sentimientos de amor o enamoramiento,Un mercado de pueblo. Las telas,paz,paz
47,4,Un prado. La  ovejas y el arbol,"paz, tranquilidad",paz,Mujer pensativa. Los colores pastel,tranquilidad
47,5,tranquilidad,El rostro de una mujer. El color rojo,alegria,😂  risa,
47,6,,,,,
47,7,,,,,
47,8,,,,,
47,9,,,,,
47,10,,,,,
47,11,,,,,
47,12,,,,,
48,1,"Mujer, color, fondo, muebles",Alerta,"😮 sorpresa, 😱 temor","color, trazos, formas",alegre
48,2,"😄 contento, 😕 confusión","flores en el suelo, sobremesa,  vino",intrigado,"🙂un poco feliz, 😕 confusión, 😱 temor","cuerpo chico, mujer, agua"
48,3,"erótica, ternura","😍 sentimientos de amor o enamoramiento, 😱 temor",,,
48,4,,,,,
48,5,,,,,
48,6,,,,,
48,7,,,,,
48,8,,,,,
48,9,,,,,
48,10,,,,,
48,11,,,,,
48,12,,,,,
49,1,Preocupacion y desesperacion??,Inquietud,😔,Un mar y puesta de so,Infinitud
49,2,"😄 contento, 😔",Despues de una merienda,Caos y diversion,😄 contento,Delicadeza
49,3,Paz,😔,Mercado,Ajetreo y curiosidad,☺️
49,4,Paisaje desolador,Inquietud,😱 temor,Mujer relajada,Quietud
49,5,😆,Mujer,Impresionada y fortaleza,🙁,Mujer descansando
49,6,Relajación,🤗,Niña sonrojada,Intensidad,🤯
49,7,Lo de toda la vida,Relajada y satisfecha,😄 contento,Hombre_gato?,Inquietud
49,8,😱 temor,,,,
49,9,,,,,
49,10,,,,,
49,11,,,,,
49,12,,,,,
50,1,Una mujer está a punto de decir algo generando tensión en la escena. Parece que te va a decir algo a la vez que se va a levantar. Casi da una sensación de cierta violencia.,"Inquieta, a la espera de lo que tiene que decir y no parece que sea algo calmado","😮 sorpresa, 😱 temor",Un atardecer,Calma
50,2,🙂un poco feliz,"El suelo, no entiendo la necesidad de ensuciar al escena con las flores tiradas en el suelo, me incomoda.",Intranquilidad ante el desorden,🥺,"No debería ser una imagen agradable ya que no sabemos si ella está florando por estar muerta, dormida o qué, pero las formas y los colores me generan una sensación de tranquilidad, fluidez."
50,3,Tranquilidad y fluidez,🙂un poco feliz,La luz. La escena en sí no me atrae especialmente pero si tengo que destacar algo es la entrada de la luz,Indiferencia,Indiferencia
50,4,"Escena oscura, un paisaje que oculta cosas. No genera calma.",Intranquila,😱 temor,Lo que más me llama la atención es la vista esquemática del paisaje y al combinación de verdes fríos. ,Ningún sentimiento en concreto. Me gusta la vista del paisaje y casi me sobra la figura humana. 
50,5,🙂un poco feliz,No me gusta lo que veo y no me atrae. ,Cierto desagrado,"Asco es demasiado, pero no me gusta",
50,6,,,,,
50,7,,,,,
50,8,,,,,
50,9,,,,,
50,10,,,,,
50,11,,,,,
50,12,,,,,
51,1,"Tunnelma, tarina, tunne, intensiivisyys.
Ensitunnelmat jälkeen ihastelen valoa, asetelmaa, päähenkilön ympäristöä ja miten värien, muotojen ja aiheiden sommittelu korostaa keskelle asetettua päähenkilöä ja tunneilmaisua.","Intensiivinen keskittyminen, inspiraatio, toimintaan virittäytyminen, innoitus","🤔 Pohdiskeleva, Innoittunut","Liikettä vasemmalta oikealle, kallellaan oleva massa, jännite, purjevene, lintu, ","Kepeä ja jänteikäs olo, energistä ja avaraa"
51,2,"😄 Iloinen!, Toiveikas",Lattialla lojuvat esineet,Tunkkaiselta,😴 Tylsistynyt,"Eroottisesti latautunut kohtaus, alan miettiä tekijän aiheen käsittelyä ja motiiveja kuvata aiheensa"
51,3,itse kuva ei juuri herätä tunteita ja tuntuu kömpelöltä. ,🙂 OK,,,
51,4,,,,,
51,5,,,,,
51,6,,,,,
51,7,,,,,
51,8,,,,,
51,9,,,,,
51,10,,,,,
51,11,,,,,
51,12,,,,,
52,1,Naisen erikoinen ilme.,"Pohdin, mitä kuvan nainen ajattelee.",🤔 Pohdiskeleva,"Abstrakteja muotoja, tosin mieleen tulee sittenkin auringonnousu.",Pompin abstraktin ja esittävän välillä.
52,2,😕Hämmentynyt,"Vaikuttaa juhlien jäänteiltä. Nimi viittaa tukehtumiseen, mutten oikein löydä tukehtujaa.",Hämmennys nimen takia.,😕Hämmentynyt,"Viettelevä eroottinen merenneito, houkuteltu mies, ehkä kalastaja. Pohjalla lienee luita."
52,3,"Yhtäältä fiilis on seesteinen, vaikka taruston tuntien samalla uhkaava.",🤔 Pohdiskeleva,"Vanha katunäkymä, valo on kiinnostava.",Rauhalliselta.,Rauhallinen
52,4,Etualalla sojottava puu vie huomion.,Puu on kuin uhkaava olento käsineen.,😕Hämmentynyt,"Yhtäältä siinä on naishahmo, mutta taustaa on vaikea hahmottaa: onko se kuva vai ikkunoita?",Vaikea tulkinta hieman hämmentää.
52,5,😕Hämmentynyt,"Tukeva, jopa miehekäs, naishahmo, jolla on epäsymmetriset silmät.",Tämä ei herätä erityisiä tunteita.,,Naishahmo kiinnittää ensinnä huomion. Tausta ja hahmo/riippumatto tuntuvat olevan erillään toisistaan.
52,6,Rauhallinen fiilis.,Rauhallinen,Tytön punaiset posket ja kiukkuiselta vaikuttava ilme kertovat tarinaa jostain. Ollaanko tässä nurkassa häpeämässä?,"Yritän tulkita tilannetta, mitä tässä on tapahtunut.",🤔 Pohdiskeleva
52,7,"Käveleviä lampaita menossa kotiinpäin(?), yksi on selvästi tumma ja poikkeaa siten vaaleammista.","Rauhallinen yleisfiilis, vaikka yritänkin samalla miettiä, mikä allegoria tämä on.",Rauhallinen,Iso käsi ja pöllön pää varastavat huomion.,Jopa hieman uhattu olo tuijotuksen takia.
52,8,😱 Pelottaa,,,,
52,9,,,,,
52,10,,,,,
52,11,,,,,
52,12,,,,,
53,1,"Naisen intensiivinen katse, paljon yksityiskohtia, runsas sisustus",Vähän hämmentävä. Jotenkin tunnelma on synkkä ja raskas. ,"😕Hämmentynyt, 🤔 Pohdiskeleva",Surffilauta! Meri ja kenties auringonlasku. ,Alkoi naurattaa. 
53,2,😄 Iloinen!,"Yltäkylläisyyttä mutta myös sotkua, ehkä välinpitämättömyyttä","Ärsyttää, kamalasti siivottavaa jollekin! ",😒 Ärsyyntynyt ,"Ruskettunut adonis ""pelastaa"" kalpean naisen. "
53,3,Että nainen ei oikeasti ole pulassa,🙄 Kyllästyttää,Toripäivä tai ehkä joku juhla. Paljon ihmisiä. ,"Tulee mieleen, että on varmaan kuuma. Tykkäsin ennen tuollaisista paikoista ja kuvista, nyt turvavälien maailmassa tuntuu tukalalta ja ahtaalta. ",🤔 Pohdiskeleva
53,4,"Suuren paljaan puun, kylmän taivaan. ",Huhtikuussa näyttää usein juuri tältä,😴 Tylsistynyt,"Ikkunasta avautuva maisema, kukkulat",Värimaailma jotenkin ahdistaa. 
53,5,😕Hämmentynyt,Hahmo näyttää miehekkäältä. Värimaailma on kuin savuisesta kapakasta. ,En pidä tästä kuvasta. Värit hermostuttavat. ,😵 Hermostuttaa ,
53,6,,,,,
53,7,,,,,
53,8,,,,,
53,9,,,,,
53,10,,,,,
53,11,,,,,
53,12,,,,,
54,1,"Näen kiinnostavan näköisen ihmisen, eksoottisessa, värikylläisessä, kauniisti valaistuvassa interiöörissä. Kasvot, ilme ja värit, pinnat sekä lukuisat yksityiskohdat kiinnostavat eniten.","Tunnen hitaasti, mutta jatkuvasti kasvaa uteliaisuutta ja sitä kautta myös iloa.","😄 Iloinen!, 🤔 Pohdiskeleva","Värikylläiset selkeät pinnat ja linjat, jotka ensimmäisenä toivat mieleen purjehduksen. Tuosta kuvasta en pääse eroon, koska liikkeen ja valon tunne on niin voimakas.",Puhdas ilo värien voimasta.
54,2,"😄 Iloinen!, 😮 Yllättynyt, 🤔 Pohdiskeleva, 😂  Naurattaa","Bileet, jengi on just tällä hetkellä ulkona tai toisessa huoneessa tai torkuilla tai bylsimässä tms.",Ilo!,"😄 Iloinen!, 😍Rakastunut, 😂  Naurattaa",Naisen ja miehen ja jälkiromanttista asennetta.
54,3,"Ajatukset vievät aikaan, tilanteeseen ja motiiveihin teoksen luomisessa…","🙂 OK, 🤔 Pohdiskeleva","Ihmisiä, hahmoja kadulla, valo kiinnostaa eniten…",Tämäntyyppiset teokset katson / tutkin yleensä ylimalkaisimmin,"🙂 OK, 😕Hämmentynyt, 🤔 Pohdiskeleva"
54,4,"Puita, symboliikkaa, liian niukasti valoa…","En kuulu kohderyhmään, en saa kuvasta paljoakaan irti","🙂 OK, 😴 Tylsistynyt","Ihmisen, asennon, rauhan, värit, sommitelman, tasapainon. Kuvassa kiinnostaa kaikki.","Ilo, ihastus. Tuota kaulaa haluaisi nuuhkia ja koskettaa, maistella suulla."
54,5,"😄 Iloinen!, 😍Rakastunut, 🤔 Pohdiskeleva, 😂  Naurattaa","Punaisen sävyjä, pintoja, linjojen ja viivojen leikkiä ja rytmiä…","Yllätys, ilo","😄 Iloinen!, 😮 Yllättynyt, 😂  Naurattaa","Eksteriöörin, valon, tunnelman, ihmisen, erityisesti kaulan, hiukset, korvan, huulet, rinnat ja kädet…"
54,6,"Ilo, nautinto","😄 Iloinen!, 😍Rakastunut, 🤔 Pohdiskeleva, 😂  Naurattaa","Lämpimiä värisävyjä ja lämmintä valoa, lapsi",Pohdin tuon tytön mielialaa…,"🙂 OK, 😕Hämmentynyt, 🤔 Pohdiskeleva"
54,7,"Valon suunnan, lampaita, tai lammasmaisia hahmoja, symboliikkaa, opetusyrityksen…","En ole tällaisen kuvaston kohderyhmää, en innostu tutkimaan kuvaa","🙂 OK, 😕Hämmentynyt, 😴 Tylsistynyt","Minua kiinnostaa harvoin teosten nimet, tässä tapauksessa se oli pakko tsekata, mutta en ole tällaisen kuvaston ymmärtäjä, enkä innostu sen viestistä. Teoksessa on kuitenkin hienot muodot niiden väliset mittasuhteen",Aktivoiduin etsimään kuvasta jotain kiinnostavaa
54,8,"😮 Yllättynyt, 🤔 Pohdiskeleva",,,,
54,9,,,,,
54,10,,,,,
54,11,,,,,
54,12,,,,,
55,1,"Mallin ilme ja asento sekä teoksen kompositio - vaikka huomio kiinnittyy ensin mallin kasvoihin, vetää tausta mallin takana kuitenkin katsetta vahvasti puoleensa. Myös värit ja maalaajan taito vetoavat.","Tunnelma on miellyttävä ja lämmin, tuntuu siltä että tilanne on ollut rento ja hauska ja kenties eroottisesti latautunut, ja samat tunnetilat heräävät myös itsessäni. Värimaailma ja yksityiskohdat kutittelevat esteettiseen nautinnon synapseja, mutta toisaalta ilmeinen orientalismi vähentää maalauksen nautittavuutta. Toisaalta jään myös miettimään, onko teoksella jotain viestiä tai merkitystä, jota en itse pane merkille?","😄 Iloinen!, 🤔 Pohdiskeleva, viehätys, eroottinen lataus","Jonkinlainen maisema, auringonlasku pölymyrskyisellä aavikolla kenties. Mieleen tulee Afrikkalainen (ei-islamilainen) taide abstraktion ja värien käytön vuoksi.","Teos aiheuttaa vastakkaisia tunteita - siinä on jotain todella mielenkiintoista ja jopa harmonista, mutta samanaikaisesti suuren keltaisen alueen sinapinomainen sävy ja varsinkin vasemmalla keskellä oleva punainen muoto tuntuvat hyvin epämukavilta"
55,2,"😕Hämmentynyt, ahdistunut, kiinnostunut",,,,"Heteronormatiivisuutta ja älyttömiä seksistisiä ja arjalaisia kauneusihanteita ja arvoja, mutta toisaalta myös todella upeaa värienkäyttöä ja kompositio on kaunis"
55,3,"Teoksen kauneus erityisesti värien, komposition ja maalausjäljen vuoksi on todella pysäyttävää ja herättää ihastuksen tunnetta, mutta ihmishahmojen välinen vuorovaikutus ahdistaa ja myös ärsyttää, koska siinä näytetään mies halujensa ajamana idioottina ja nainen viekottelevana valehtelijana. Tämä johtuu toki sireeni-taruista, mutta teoshan olisi voinut kyseenalaistaa noita taruja niiden vahvistamisen sijaan. Myös ihmisten täydellisyys kauneusihanteisiin nähden ja mieshahmon ihon tummuus verrattuna naishahmon valkeuteen häiritsee, ja laittaa miettimään miten iso rooli tällaisilla teoksilla on ollut nykyisten kauneusihanteidemme luomisessa.","😕Hämmentynyt, 🤢 Inhottaa, 😡 Vihainen, ihastunut",,,
55,4,"Kuvassa näkyy sininen ja kuultava mutta sumea taivas, etuala on todella tumma mutta siinä on minusta jonkinlaista peltoa tai aukeaa ja sivuilla pensaita ja kaukaisuudessa kukkuloita tai vuoria. Pellolla on ihmisiä kenties tekemässä peltotöitä, mutta heidät hädin tuskin huomaa. Valtaosa huomiosta kiinnittyy etualan erikoiseen ja aavemaiseen muotoon, joka on kai puu mutta näyttää minusta enemmänkin jonkilaisilta kidutetuilta sieluilta jotka eivät pääse liikkumaan paikastaan.","Teoksessa on hyvin aavemainen tunnelma, kuin se olisi tuonpuoleisesta maailmasta - tai niinkuin näkisin oman maailmamme tuonpuoleisesta. Se tuntuu jotenkin todella epämiellyttävältä, ahdistavalta ja jopa kammottavaltakin. Samoista syistä teos on kuitenkin myös kiehtova, ja koen itse siinä yhtymäkohtia omiin mielenterveysongelmiini - dissosiatiivisessa tilassa maailma näyttää minun silmiini hiukan samalta kuin tämä teos.","😕Hämmentynyt, 🤢 Inhottaa, 😱 Pelottaa, kiinnostunut",,
55,5,,,,,
55,6,,,,,
